word_id,word,sentence_id,sentence
LAPxQ3yABkc_w,ebb,LAPxQ3yABkc_e1,He could feel his strength ebbing (away).
R7Mdus_PuVk_w,gloat,R7Mdus_PuVk_e1,He was continually gloating over her win at the game.
nnIo6Q41SY0_w,profound,nnIo6Q41SY0_e1,1.The speech had a profound influence on her.
nnIo6Q41SY0_w,profound,nnIo6Q41SY0_e2,2.His mother's death when he was aged six had a very profound effect on him.
nnIo6Q41SY0_w,profound,nnIo6Q41SY0_e3,3.Those two lines of poetry express perfectly the profound sadness of loss.
nnIo6Q41SY0_w,profound,nnIo6Q41SY0_e4,The news came as a profound shock.
zpkJNsXgyCk_w,betray,zpkJNsXgyCk_e1,Benedict Arnold betrayed his country.
zpkJNsXgyCk_w,betray,zpkJNsXgyCk_e2,He promised never to betray his wife (= never to leave her for another person).
zpkJNsXgyCk_w,betray,zpkJNsXgyCk_e3,I trusted him and he betrayed me.
zpkJNsXgyCk_w,betray,zpkJNsXgyCk_e4,He won't betray his brothers.
TDZ2Y6Du8Hg_w,quest,TDZ2Y6Du8Hg_e1,She went to India on a spiritual quest.
oVfapt2bBrc_w,allude,oVfapt2bBrc_e1,He alluded to problems with the new computers.
Z8hLyxzQwK4_w,query,Z8hLyxzQwK4_e1,"If you have any queries about your treatment, the doctor will answer them."
SEKRNyZ9Sgg_w,attractive,SEKRNyZ9Sgg_e1,Spending twelve hours on a plane isn't a very attractive (= pleasant) prospect.
SEKRNyZ9Sgg_w,attractive,SEKRNyZ9Sgg_e2,We need to make the club attractive to a wider range of people.
SEKRNyZ9Sgg_w,attractive,SEKRNyZ9Sgg_e3,"He's the most attractive man in the building, no doubt about that."
SEKRNyZ9Sgg_w,attractive,SEKRNyZ9Sgg_e4,They made me a very attractive job offer.
ktRQjBfCn-U_w,meditation,ktRQjBfCn-U_e1,Many busy executives have begun to practice yoga and meditation
ktRQjBfCn-U_w,meditation,ktRQjBfCn-U_e2,She practices meditation
ktRQjBfCn-U_w,meditation,ktRQjBfCn-U_e3,Techniques of deep meditation help people under stress
ktRQjBfCn-U_w,meditation,ktRQjBfCn-U_e4,Learning meditation changed her life.
uKIi5p4ozh8_w,slash,uKIi5p4ozh8_e1,The museum was broken into last night and several paintings were slashed.
uKIi5p4ozh8_w,slash,uKIi5p4ozh8_e2,She tried to commit suicide by slashing her wrists.
uKIi5p4ozh8_w,slash,uKIi5p4ozh8_e3,We had to slash (our way) through the long grass to clear a path.
uKIi5p4ozh8_w,slash,uKIi5p4ozh8_e4,The gangster pulled a knife on me and tried to slash my face.
X7W6YeT2JZk_w,sanctify,X7W6YeT2JZk_e1,The priest sanctified the church with a special ceremony.
ZiNB03yroDw_w,expectation,ZiNB03yroDw_e1,The feeling or belief that something will or should happen
s7OirsqV-oM_w,bunch,s7OirsqV-oM_e1,These politicians are just a bunch of crooks.
s7OirsqV-oM_w,bunch,s7OirsqV-oM_e2,She sent him a beautiful bunch of red roses.
s7OirsqV-oM_w,bunch,s7OirsqV-oM_e3,I don't want to sleep with a bunch of men.
s7OirsqV-oM_w,bunch,s7OirsqV-oM_e4,Your friends are a nice bunch.
Ul_l1OSDl7o_w,enclose,Ul_l1OSDl7o_e1,"The house has a small backyard, enclosed by a high brick wall."
Ul_l1OSDl7o_w,enclose,Ul_l1OSDl7o_e2,It's the largest fully-enclosed shopping center in the world.
zuG7NoktUUk_w,intrigue,zuG7NoktUUk_e1,"I was intrigued by his slow, deliberate way of talking and the serious look in his eyes."
cZsnmlgNSqY_w,transfer,cZsnmlgNSqY_e1,She transferred the house to her daughter before she died.
u780GxfAR7M_w,cranky,u780GxfAR7M_e1,He's been cranky all day.
u780GxfAR7M_w,cranky,u780GxfAR7M_e2,The kids were getting tired and a little cranky.
u780GxfAR7M_w,cranky,u780GxfAR7M_e3,. Joseph feels cranky early in the morning.
u780GxfAR7M_w,cranky,u780GxfAR7M_e4,The baby's in a cranky mood today.
hQqPbzh4PVk_w,adversarial,hQqPbzh4PVk_e1,Lawyers enjoy being adversarial.
mR2b0PyRTN8_w,seasoning,mR2b0PyRTN8_e1,"Taste the soup and adjust the seasoning, adding more salt or pepper as desired."
mR2b0PyRTN8_w,seasoning,mR2b0PyRTN8_e2,Add the seasoning and bring the sauce to the boil .
mR2b0PyRTN8_w,seasoning,mR2b0PyRTN8_e3,I believe in seasoning food before putting it on the table.
mR2b0PyRTN8_w,seasoning,mR2b0PyRTN8_e4,Taste sauce for seasoning and correct if necessary.
hfy-JZGyIMQ_w,weird,hfy-JZGyIMQ_e1,Her boyfriend's a bit weird but she's nice.
hfy-JZGyIMQ_w,weird,hfy-JZGyIMQ_e2,"She is a little weird in the way she dresses, I have to admit."
hfy-JZGyIMQ_w,weird,hfy-JZGyIMQ_e3,He says a lot of weird things.
hfy-JZGyIMQ_w,weird,hfy-JZGyIMQ_e4,I had a really weird dream last night.
MGRLpUCM6No_w,shrivel,MGRLpUCM6No_e1,The lack of rain has shrivelled the crops.
MGRLpUCM6No_w,shrivel,MGRLpUCM6No_e2,Profits are shrivelling as the recession gets worse.
MGRLpUCM6No_w,shrivel,MGRLpUCM6No_e3,The hot sun shriveled the flowers I put in the window.
MGRLpUCM6No_w,shrivel,MGRLpUCM6No_e4,The plant shrivels and dies.
MGRLpUCM6No_w,shrivel,MGRLpUCM6No_e5,The leaves started to shrivel up.
qzBaNu4EDrQ_w,mysterious,qzBaNu4EDrQ_e1,"She claims to have occult powers, given to her by some mysterious spirit."
qzBaNu4EDrQ_w,mysterious,qzBaNu4EDrQ_e2,"When I got home, I found a mysterious message sellotaped to the front door."
qzBaNu4EDrQ_w,mysterious,qzBaNu4EDrQ_e3,She wondered who'd sent her the mysterious email.
qzBaNu4EDrQ_w,mysterious,qzBaNu4EDrQ_e4,His action was very mysterious.
fXbEW56zHiA_w,displeased,fXbEW56zHiA_e1,I am very unhappy and displeased with what I have read.
fXbEW56zHiA_w,displeased,fXbEW56zHiA_e2,He says you weren't entirely displeased at the news.
fXbEW56zHiA_w,displeased,fXbEW56zHiA_e3,They are very displeased with me.
fXbEW56zHiA_w,displeased,fXbEW56zHiA_e4,"We're all unhappy and displeased with the position we're in, but I don't see any alternative."
OuZjUm2yUB0_w,anonymous,OuZjUm2yUB0_e1,The money was donated by an anonymous benefactor.
OuZjUm2yUB0_w,anonymous,OuZjUm2yUB0_e2,Police said an anonymous caller warned that a bomb was about to go off.
OuZjUm2yUB0_w,anonymous,OuZjUm2yUB0_e3,The charity received Rs. 50 Lakhs from an anonymous donor.
OuZjUm2yUB0_w,anonymous,OuZjUm2yUB0_e4,It is an anonymous letter.
KJrJbhqosag_w,matter,KJrJbhqosag_e1,What's the matter? Why are you crying?
KJrJbhqosag_w,matter,KJrJbhqosag_e2,What's the matter with your hand? It's bleeding.
KJrJbhqosag_w,matter,KJrJbhqosag_e3,"I don't know what the matter is with the car, but it won't start."
KJrJbhqosag_w,matter,KJrJbhqosag_e4,You look upset - is anything the matter?
0k_QNlHob74_w,break down,0k_QNlHob74_e1,Our car broke down and we had to push it off the road.
0k_QNlHob74_w,break down,0k_QNlHob74_e2,The school bus broke down and had to be towed to the nearest garage.
0k_QNlHob74_w,break down,0k_QNlHob74_e3,Oh no - has your washing machine broken down again?
SUPU7QRMZw8_w,advice,SUPU7QRMZw8_e1,Steven gave me some good advice.
4vfboqjtAXo_w,penchant,4vfboqjtAXo_e1,Ivan had a penchant for musical experimentation.
4vfboqjtAXo_w,penchant,4vfboqjtAXo_e2,She has a penchant for Indian food
4vfboqjtAXo_w,penchant,4vfboqjtAXo_e3,He had a penchant for playing jokes on people.
4vfboqjtAXo_w,penchant,4vfboqjtAXo_e4,A stylish woman with a penchant for dark glasses.
rahU3wO6czo_w,intend,rahU3wO6czo_e1,We intend to go to Australia next year.
rahU3wO6czo_w,intend,rahU3wO6czo_e2,I've heard that she intends to leave the company.
rahU3wO6czo_w,intend,rahU3wO6czo_e3,They intend to invest directly in shares.
rahU3wO6czo_w,intend,rahU3wO6czo_e4,Do you intend to continue your studies?
wNX5EJHUES0_w,effusive,wNX5EJHUES0_e1,They gave us such an effusive welcome it was quite embarrassing.
ojXO5l3LfoM_w,approximately,ojXO5l3LfoM_e1,"The job will take approximately three weeks, and cost approximately Rs.50000."
ojXO5l3LfoM_w,approximately,ojXO5l3LfoM_e2,The plane will be landing in approximately 20 minutes
ojXO5l3LfoM_w,approximately,ojXO5l3LfoM_e3,In 1992 the population of India was approximately 90 crores.
ojXO5l3LfoM_w,approximately,ojXO5l3LfoM_e4,A journey of approximately two hours.
68GdgKqKsrk_w,issue,68GdgKqKsrk_e1,environmental/personal issues.
68GdgKqKsrk_w,issue,68GdgKqKsrk_e2,The issue of racism.
68GdgKqKsrk_w,issue,68GdgKqKsrk_e3,"I was earning a lot of money, but that was not the issue."
kA8MCHBN9tE_w,unreserved,kA8MCHBN9tE_e1,Critics expressed unreserved enthusiasm for the book.
_z-285qczGg_w,binge-watch,_z-285qczGg_e1,"We binge-watched an entire season of ""Breaking Bad"" on Sunday."
_z-285qczGg_w,binge-watch,_z-285qczGg_e2,My sister is coming over to binge watch Netflix shows and eat popcorn for the rest of the night.
_z-285qczGg_w,binge-watch,_z-285qczGg_e3,More people are binge-watching their favorite shows thanks to video streaming.
_z-285qczGg_w,binge-watch,_z-285qczGg_e4,Please prepare to binge-watch the full list below.
QDmv8QlSYq8_w,punctual,QDmv8QlSYq8_e1,a punctual start to the meeting
QDmv8QlSYq8_w,punctual,QDmv8QlSYq8_e2,He's fairly punctual (= he usually arrives on time).
QDmv8QlSYq8_w,punctual,QDmv8QlSYq8_e3,"Please try to be punctual, so we can start the meeting on time."
QDmv8QlSYq8_w,punctual,QDmv8QlSYq8_e4,"The successful candidate will be efficient, neat, and punctual."
5xPTHpYQfeE_w,analysis,5xPTHpYQfeE_e1,They took blood and urine specimens for analysis.
-W3Sefpg9l4_w,attire,-W3Sefpg9l4_e1,I hardly think jeans are appropriate attire for a wedding.
-W3Sefpg9l4_w,attire,-W3Sefpg9l4_e2,Her attention was attracted by his peculiar attire.
-W3Sefpg9l4_w,attire,-W3Sefpg9l4_e3,Guests are requested to wear formal attire.
-W3Sefpg9l4_w,attire,-W3Sefpg9l4_e4,All the waiters were dressed in nautical attire.
VnU7dyXgsAo_w,frustration,VnU7dyXgsAo_e1,I could sense his frustration at not being able to help.
VnU7dyXgsAo_w,frustration,VnU7dyXgsAo_e2,Please don't shout - there's no need to vent your frustration on me.
VnU7dyXgsAo_w,frustration,VnU7dyXgsAo_e3,Try not to let your frustration spoil the event.
VnU7dyXgsAo_w,frustration,VnU7dyXgsAo_e4,He beat his hands on the steering wheel in frustration.
a2oGVqtgvwc_w,exactly,a2oGVqtgvwc_e1,The bus reaches Mumbai exactly in three hours.
eiL5yM0oUqc_w,eloquence,eiL5yM0oUqc_e1,She was renowned for her eloquence and beauty.
a8vtO4iAq6g_w,premises,a8vtO4iAq6g_e1,We don't have enough capital to buy new premises.
a8vtO4iAq6g_w,premises,a8vtO4iAq6g_e2,The company is relocating to new premises.
a8vtO4iAq6g_w,premises,a8vtO4iAq6g_e3,The company is moving to new premises next month.
a8vtO4iAq6g_w,premises,a8vtO4iAq6g_e4,They anticipate moving to bigger premises by the end of the year.
vhi1ETHILvY_w,residential,vhi1ETHILvY_e1,The town is a residential suburb.
vhi1ETHILvY_w,residential,vhi1ETHILvY_e2,I often go on residential summer courses.
vhi1ETHILvY_w,residential,vhi1ETHILvY_e3,They should be in residential care but there are no places available.
vhi1ETHILvY_w,residential,vhi1ETHILvY_e4,Training involves a two-year residential course.
a-tA9XP1DTQ_w,imitate,a-tA9XP1DTQ_e1,He can imitate the cries of birds..
a-tA9XP1DTQ_w,imitate,a-tA9XP1DTQ_e2,James can imitate his father perfectly..
a-tA9XP1DTQ_w,imitate,a-tA9XP1DTQ_e3,My four-year-old daughter is always trying to imitate her older sister.
a-tA9XP1DTQ_w,imitate,a-tA9XP1DTQ_e4,You should imitate her way of doing things.
ngQ5qSIvcQs_w,dejected,ngQ5qSIvcQs_e1,She looked a bit dejected when they told her she didn't get the job.
ngQ5qSIvcQs_w,dejected,ngQ5qSIvcQs_e2,William felt dejected because he had sprained his ankle and had to sit out the game.
ngQ5qSIvcQs_w,dejected,ngQ5qSIvcQs_e3,The old man seemed dejected and spiritless.
ngQ5qSIvcQs_w,dejected,ngQ5qSIvcQs_e4,"The unemployed stood at street corners, dejected."
4dTj4Awahks_w,vaguely,4dTj4Awahks_e1,I vaguely remembered having met her before.
4dTj4Awahks_w,vaguely,4dTj4Awahks_e2,He had thought only vaguely about a managerial future at that point.
4dTj4Awahks_w,vaguely,4dTj4Awahks_e3,Something about her voice was vaguely familiar.
4dTj4Awahks_w,vaguely,4dTj4Awahks_e4,I vaguely remember hearing him come in.
iG66ukXl8o0_w,honour,iG66ukXl8o0_e1,It is a great honour to be invited.
iG66ukXl8o0_w,honour,iG66ukXl8o0_e2,We are honoured (= proud and happy) to have you here tonight.
iG66ukXl8o0_w,honour,iG66ukXl8o0_e3,Great honour attaches to winning this award.
iG66ukXl8o0_w,honour,iG66ukXl8o0_e4,She has brought honour to her family.
AJbqUacnP-g_w,stupendous,AJbqUacnP-g_e1,Stupendous news! We've won Rs. 5 Crore!
AJbqUacnP-g_w,stupendous,AJbqUacnP-g_e2,The drafting of the regulations will be a stupendous and heavy task.
AJbqUacnP-g_w,stupendous,AJbqUacnP-g_e3,Kotto gives a stupendous performance.
AJbqUacnP-g_w,stupendous,AJbqUacnP-g_e4,The lakeshore view was stupendous.
z9dv8_dss7E_w,zealot,z9dv8_dss7E_e1,"He was forceful, but by no means a zealot."
vqZXHlFxLmA_w,cringe,vqZXHlFxLmA_e1,I cringed at the sight of my dad dancing.
vqZXHlFxLmA_w,cringe,vqZXHlFxLmA_e2,I cringed when I realized what I'd said.
vqZXHlFxLmA_w,cringe,vqZXHlFxLmA_e3,It makes me cringe when I think how stupid I was.
vqZXHlFxLmA_w,cringe,vqZXHlFxLmA_e4,She felt herself cringe with embarrassment at the memory.
spDHZsNp4RA_w,hunch,spDHZsNp4RA_e1,"""Rahul hunched his shoulders against a gust of snow"""
BaSt1HrxXq0_w,keep out,BaSt1HrxXq0_e1,Danger zone keep out!
BaSt1HrxXq0_w,keep out,BaSt1HrxXq0_e2,They sandbagged their homes to keep out floods.
BaSt1HrxXq0_w,keep out,BaSt1HrxXq0_e3,Let's keep out of her way while she's in such a bad mood.
BaSt1HrxXq0_w,keep out,BaSt1HrxXq0_e4,"Keep it up, and keep out of trouble."
EPNiDVjb9dA_w,beyond,EPNiDVjb9dA_e1,"In the distance, beyond the river, was a small town."
EPNiDVjb9dA_w,beyond,EPNiDVjb9dA_e2,From the top of the hill we could see our house and the woods beyond.
EPNiDVjb9dA_w,beyond,EPNiDVjb9dA_e3,The path extends beyond the end of the road.
EPNiDVjb9dA_w,beyond,EPNiDVjb9dA_e4,Our house is just beyond the bridge.
jO3GFm_acBs_w,apart,jO3GFm_acBs_e1,Stand with your feet wide apart.
jO3GFm_acBs_w,apart,jO3GFm_acBs_e2,The two lines of children moved slowly apart.
jO3GFm_acBs_w,apart,jO3GFm_acBs_e3,"We both travel a lot, but when we're apart we keep in touch by phone."
jO3GFm_acBs_w,apart,jO3GFm_acBs_e4,Ray and sister Renee lived just 50km apart from each other.
dokyT_rJn0o_w,snuggle,dokyT_rJn0o_e1,The children snuggled up to their mother to get warm.
eie6yTNbN4k_w,burden,eie6yTNbN4k_e1,I don't want to be a burden on my children.
wOiOzVPmwiQ_w,accolade,wOiOzVPmwiQ_e1,"""the hotel has won numerous accolades"""
1y33mnpgqyE_w,include,1y33mnpgqyE_e1,The bill amount Rs.20000 includes tax and service.
wffsOMue21o_w,miracle,wffsOMue21o_e1,a very lucky event that is surprising and unexpected.
X5Fy2cQbje4_w,adventure,X5Fy2cQbje4_e1,She had some exciting adventures in Egypt.
V3NiqtfUBm4_w,dialogue,V3NiqtfUBm4_e1,Act two begins with a short dialogue between father and son.
V3NiqtfUBm4_w,dialogue,V3NiqtfUBm4_e2,The dialogue was worked out by actors in rehearsal.
V3NiqtfUBm4_w,dialogue,V3NiqtfUBm4_e3,There needs to be a closer dialogue between management and staff.
V3NiqtfUBm4_w,dialogue,V3NiqtfUBm4_e4,He writes the sort of dialogue that makes great theatre.
CB5Qabozm6w_w,interaction,CB5Qabozm6w_e1,There's not enough interaction between the management and the workers.
CB5Qabozm6w_w,interaction,CB5Qabozm6w_e2,We select employees who will be good at face-to-face interaction with customers.
CB5Qabozm6w_w,interaction,CB5Qabozm6w_e3,She had no interaction with her neighbors.
CB5Qabozm6w_w,interaction,CB5Qabozm6w_e4,There was no social interaction within the group.
j256zuxyfwI_w,anticipate,j256zuxyfwI_e1,We don't anticipate any trouble.
afpdqLzBytI_w,deceptive,afpdqLzBytI_e1,"It's deceptive - from the outside the building looks small, but inside it's very big."
BwHKycUKnYM_w,situation,BwHKycUKnYM_e1,Her news put me in a difficult situation.
BwHKycUKnYM_w,situation,BwHKycUKnYM_e2,"""Would you get involved in a fight?"" ""It would depend on the situation."""
BwHKycUKnYM_w,situation,BwHKycUKnYM_e3,I'll worry about it if/when/as the situation arises (= if/when/as it happens)
BwHKycUKnYM_w,situation,BwHKycUKnYM_e4,the economic/political situation
c-mirXvUBoI_w,influence,c-mirXvUBoI_e1,The kid next door is a bad influence on Kevin.
c-mirXvUBoI_w,influence,c-mirXvUBoI_e2,My grandmother had a strong influence on my early childhood.
c-mirXvUBoI_w,influence,c-mirXvUBoI_e3,Helen's a good influence on him.
GbSl8yhZDv8_w,date,GbSl8yhZDv8_e1,He asked her out on a date.
C2Y-lifiGVQ_w,talent,C2Y-lifiGVQ_e1,Her talent for music showed at an early age.
C2Y-lifiGVQ_w,talent,C2Y-lifiGVQ_e2,The baseball scouts are looking for new talent.
C2Y-lifiGVQ_w,talent,C2Y-lifiGVQ_e3,He had a great talent for business.
C2Y-lifiGVQ_w,talent,C2Y-lifiGVQ_e4,"Musically speaking , this band has a lot of talent."
s3zBxbzJNkg_w,charity,s3zBxbzJNkg_e1,She does a lot of work for charity.
7PcZoqPll0k_w,majority,7PcZoqPll0k_e1,The majority had to walk.
hlBdcAdQnUU_w,bask,hlBdcAdQnUU_e1,"We could see seals on the rocks, basking in the sun."
hlBdcAdQnUU_w,bask,hlBdcAdQnUU_e2,"On top of the wall, a cat basked happily in the sun."
hlBdcAdQnUU_w,bask,hlBdcAdQnUU_e3,Marina basked in the crowd's admiration (= enjoyed it).
hlBdcAdQnUU_w,bask,hlBdcAdQnUU_e4,Crocodiles bask on the small sandy beaches
2BPZs83dBQg_w,particularly,2BPZs83dBQg_e1,"I didn't particularly want to go, but I had to."
2BPZs83dBQg_w,particularly,2BPZs83dBQg_e2,I was never a particularly academic child.
2BPZs83dBQg_w,particularly,2BPZs83dBQg_e3,They don't seem particularly worried about the situation.
2BPZs83dBQg_w,particularly,2BPZs83dBQg_e4,"His books aren't particularly well-written, but they're always entertaining."
rD5qE7Z3QaM_w,look out,rD5qE7Z3QaM_e1,Please look out when you're crossing streets.
MzNbsy0wdM0_w,nerve,MzNbsy0wdM0_e1,Damage to tooth nerve.
ii0pewO8jNI_w,surreptitious,ii0pewO8jNI_e1,There was a lot of surreptitious advertising for the hidden cafe!
ii0pewO8jNI_w,surreptitious,ii0pewO8jNI_e2,He made a surreptitious recording with a concealed hand-held machine.
UA5mAv1SmAY_w,absorb,UA5mAv1SmAY_e1,Plants absorb carbon dioxide.
NaADM_m9FSI_w,rectify,NaADM_m9FSI_e1,I am determined to take whatever action is necessary to rectify the situation. 
NaADM_m9FSI_w,rectify,NaADM_m9FSI_e2,Every effort is made to rectify any errors/mistakes before the book is printed. 
NaADM_m9FSI_w,rectify,NaADM_m9FSI_e3,"I hadn't meant to cause trouble, and asked what I could do to rectify the situation. "
NaADM_m9FSI_w,rectify,NaADM_m9FSI_e4,How do we rectify the alarming fall in stock market performance?
NZP5L3c_-kw_w,missile,NZP5L3c_-kw_e1,The new missile is faster and more manoeuvrable than previous models.
mb920DFo394_w,essential,mb920DFo394_e1,Government support will be essential if the project is to succeed.
mb920DFo394_w,essential,mb920DFo394_e2,Water is essential for/to living things.
mb920DFo394_w,essential,mb920DFo394_e3,The books on this list are essential reading for the course.
mb920DFo394_w,essential,mb920DFo394_e4,Fresh fruit and vegetables form an essential part of a healthy diet.
DEqpFLzcLXY_w,require,DEqpFLzcLXY_e1,Please call this number if you require any further information.
DEqpFLzcLXY_w,require,DEqpFLzcLXY_e2,The rules require that you bring only one guest to the dinner
DEqpFLzcLXY_w,require,DEqpFLzcLXY_e3,This project will require massive investment.
DEqpFLzcLXY_w,require,DEqpFLzcLXY_e4,"If you require assistance with your bags, I'll be glad to get someone to help you."
wOz6mUwMyeY_w,efface,wOz6mUwMyeY_e1,The whole country had tried to efface the memory of the old dictatorship.
6_Lnzu1WFPI_w,accomplish,6_Lnzu1WFPI_e1,The students accomplished the task in less than ten minutes.
6_Lnzu1WFPI_w,accomplish,6_Lnzu1WFPI_e2,I feel as if I've accomplished nothing since I left my job.
6_Lnzu1WFPI_w,accomplish,6_Lnzu1WFPI_e3,I will answer for it that he will accomplish the task.
6_Lnzu1WFPI_w,accomplish,6_Lnzu1WFPI_e4,"If we work as a team, I'm confident we will accomplish our goal."
6mb7FlpNvFY_w,deduction,6mb7FlpNvFY_e1,The interest I receive on my savings account is paid after the deduction of tax. 
6mb7FlpNvFY_w,deduction,6mb7FlpNvFY_e2,A deduction is an amount that has been subtracted from a total. 
6mb7FlpNvFY_w,deduction,6mb7FlpNvFY_e3,A deduction is an expense that can be deducted from income on a tax return. 
6mb7FlpNvFY_w,deduction,6mb7FlpNvFY_e4,the act or process of deducting or subtracting
-Gf2SGGyb4Y_w,astonishment,-Gf2SGGyb4Y_e1,"To the astonishment of her colleagues, she resigned."
u8OLvh-F9Y4_w,primitive,u8OLvh-F9Y4_e1,"Primitive races colonized these islands 2,000 years ago."
u8OLvh-F9Y4_w,primitive,u8OLvh-F9Y4_e2,Conditions at the camp are very primitive.
u8OLvh-F9Y4_w,primitive,u8OLvh-F9Y4_e3,He was an Italian primitive.
u8OLvh-F9Y4_w,primitive,u8OLvh-F9Y4_e4,Early settlers had to cope with very primitive living conditions.
V7Dzze8q88I_w,wholeheartedly,V7Dzze8q88I_e1,Both groups are wholeheartedly in favour of the changes.
V7Dzze8q88I_w,wholeheartedly,V7Dzze8q88I_e2,I hear what you say and I wholeheartedly agree.
V7Dzze8q88I_w,wholeheartedly,V7Dzze8q88I_e3,She threw herself wholeheartedly into her work.
V7Dzze8q88I_w,wholeheartedly,V7Dzze8q88I_e4,That's exactly right. I agree wholeheartedly with you.
r7sSMy9iqQA_w,consciousness,r7sSMy9iqQA_e1,Her consciousness that she's different makes her feel uneasy.
r7sSMy9iqQA_w,consciousness,r7sSMy9iqQA_e2,He shows no consciousness that others might find him boring.
r7sSMy9iqQA_w,consciousness,r7sSMy9iqQA_e3,The children have no consciousness of being different.
r7sSMy9iqQA_w,consciousness,r7sSMy9iqQA_e4,Her consciousness of the feelings of others was the thing that made her a fantastic doctor.
piaQCUPYog8_w,mundane,piaQCUPYog8_e1,I found the job very mundane.
piaQCUPYog8_w,mundane,piaQCUPYog8_e2,She hates her job because she is asked to do mundane tasks every day.
piaQCUPYog8_w,mundane,piaQCUPYog8_e3,He chose the most mundane of daily activities.
piaQCUPYog8_w,mundane,piaQCUPYog8_e4,The work was pretty mundane.
iLsdj7Jf6MQ_w,succumb,iLsdj7Jf6MQ_e1,The town finally succumbed last week after being pounded with heavy artillery for more than two months.
8LoVo8y_Oic_w,inconvenience,8LoVo8y_Oic_e1,We apologize for any inconvenience caused by the late arrival of the train.
8LoVo8y_Oic_w,inconvenience,8LoVo8y_Oic_e2,Having to change trains is a small inconvenience.
8LoVo8y_Oic_w,inconvenience,8LoVo8y_Oic_e3,We apologize for any inconvenience caused during the repairs.
8LoVo8y_Oic_w,inconvenience,8LoVo8y_Oic_e4,We regret any inconvenience caused to our customers.
Jq3XIYZKLPc_w,million,Jq3XIYZKLPc_e1,The city has a population of almost a/one million.
OpaA62WVcgE_w,errand,OpaA62WVcgE_e1,"I'll meet you at six, I've got some errands to do first."
OpaA62WVcgE_w,errand,OpaA62WVcgE_e2,She went off on some errand.
OpaA62WVcgE_w,errand,OpaA62WVcgE_e3,She had a more urgent errand.
OpaA62WVcgE_w,errand,OpaA62WVcgE_e4,My mother asked me to go on an errand - she wanted me to buy some food.
OpaA62WVcgE_w,errand,OpaA62WVcgE_e5,The boy quickly went on an errand with money clasped in his hands.
wgBGl8jJQZQ_w,observation,wgBGl8jJQZQ_e1,The police are keeping the suspect under observation.
wgBGl8jJQZQ_w,observation,wgBGl8jJQZQ_e2,She was admitted to hospital for observation (= so that doctors could watch her and see if anything was wrong with her).
wgBGl8jJQZQ_w,observation,wgBGl8jJQZQ_e3,They kept her in overnight for observation.
wgBGl8jJQZQ_w,observation,wgBGl8jJQZQ_e4,Close observation of animal behaviour.
qrOofeX8eJ8_w,elude - 2,qrOofeX8eJ8_e1,They eluded the police by fleeing.
ucu7LxTJoBk_w,accurate,ucu7LxTJoBk_e1,The product had accurate description on the site.
LlT0Hf_hRIM_w,toil,LlT0Hf_hRIM_e1,Farm workers have been toiling in the 100-degree heat over the past week.
LlT0Hf_hRIM_w,toil,LlT0Hf_hRIM_e2,Lindi has achieved her comfortable life only after years of hard toil.
LlT0Hf_hRIM_w,toil,LlT0Hf_hRIM_e3,"Well, after a day's toil in the office I like to relax a little."
LlT0Hf_hRIM_w,toil,LlT0Hf_hRIM_e4,"After toiling away at work all week, it's good to relax."
2ldqLNKUekA_w,character,2ldqLNKUekA_e1,Politeness is traditionally part of the British character.
2ldqLNKUekA_w,character,2ldqLNKUekA_e2,It would be very out of character (= not typical) of her to lie.
2ldqLNKUekA_w,character,2ldqLNKUekA_e3,It's not in his character to be (= he is not usually) jealous.
2ldqLNKUekA_w,character,2ldqLNKUekA_e4,One of the joys of being a parent is watching the child's character develop.
Ma9iyrOrJA0_w,settle down,Ma9iyrOrJA0_e1,One day I'll want to settle down and have a family.
Ma9iyrOrJA0_w,settle down,Ma9iyrOrJA0_e2,I'm not ready to settle down yet.
Ma9iyrOrJA0_w,settle down,Ma9iyrOrJA0_e3,"Come on children, stop chatting and settle down please!"
Ma9iyrOrJA0_w,settle down,Ma9iyrOrJA0_e4,"After years as a travelling journalist, she settled down in America."
Ma9iyrOrJA0_w,settle down,Ma9iyrOrJA0_e5,When are you going to marry and settle down?
KAAJ7HSglDA_w,abysmal,KAAJ7HSglDA_e1,The food was abysmal.
CKP94wfySWw_w,meddle,CKP94wfySWw_e1,My sister's always meddling in other people's affairs.
CKP94wfySWw_w,meddle,CKP94wfySWw_e2,People shouldn't meddle with things they don't understand.
CKP94wfySWw_w,meddle,CKP94wfySWw_e3,"If Mary's mother hadn't meddled in their marriage, Tom and Mary might still be together."
CKP94wfySWw_w,meddle,CKP94wfySWw_e4,"Believe you me, the government won't meddle with the tax system."
mzdCh_9o5JA_w,petulant,mzdCh_9o5JA_e1,He plays the part of a petulant young man in the film.
mzdCh_9o5JA_w,petulant,mzdCh_9o5JA_e2,He behaved like a petulant child and refused to cooperate.
mzdCh_9o5JA_w,petulant,mzdCh_9o5JA_e3,He grew moody and petulant
mzdCh_9o5JA_w,petulant,mzdCh_9o5JA_e4,Her tone of voice became  abrupt and petulant
veDy2PmkmFU_w,component,veDy2PmkmFU_e1,"The course has four main componentsbusiness law, finance, computing and management skills."
o5hP6kJSiyY_w,horde,o5hP6kJSiyY_e1,Hordes of students on bikes made crossing the road difficult.
o5hP6kJSiyY_w,horde,o5hP6kJSiyY_e2,A horde of children ran over the office building.
