uid,text,category,video_path,exists,extension,word,word_id,relation_type,source_csv,example_count,description_count
fHagURBiKXE_e3,Seats should be in the upright position during take-off and landing.,example_sentence,,0,,upright,fHagURBiKXE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fHagURBiKXE_e4,He stood in an upright position.,example_sentence,,0,,upright,fHagURBiKXE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fHagURBiKXE_e5,Keep the bottles upright.,example_sentence,,0,,upright,fHagURBiKXE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fhND7fBEQZo_e1,We buy a lot of our groceries in bulk (= in large quantities) to save money.,example_sentence,,0,,bulk,fhND7fBEQZo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FJA9G_Rs3ow_e1,A mother had to make sacrifices in order to pay for her children's education.,example_sentence,,0,,sacrifice,FJA9G_Rs3ow_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fL4hxu29Mr4_e1,"My finger hurts,"" wailed the child.",example_sentence,,0,,wail,fL4hxu29Mr4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fL4hxu29Mr4_e2,The four babies were wailing in unison.,example_sentence,,0,,wail,fL4hxu29Mr4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fL4hxu29Mr4_e3,One of the small children began to wail with terror.,example_sentence,,0,,wail,fL4hxu29Mr4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fL4hxu29Mr4_e4,She uttered a wail of grief.,example_sentence,,0,,wail,fL4hxu29Mr4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FmWH_7DnOAo_e1,Hey! You guys need to chillax or I'm telling mom!,example_sentence,,0,,chillax,FmWH_7DnOAo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FmWH_7DnOAo_e2,He spent the weekend chillaxing at his beach house.,example_sentence,,0,,chillax,FmWH_7DnOAo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FmWH_7DnOAo_e3,Let's watch a movie with Maria and chillax tonight.,example_sentence,,0,,chillax,FmWH_7DnOAo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FmWH_7DnOAo_e4,She needs to chillax.,example_sentence,,0,,chillax,FmWH_7DnOAo_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Fpg5dgFQofk_e1,There are five leaflets - please take one of each.,example_sentence,,0,,each,Fpg5dgFQofk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FQMfuZZB4VI_e1,He felt no remorse for the murders he had committed.,example_sentence,,0,,remorse,FQMfuZZB4VI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FQMfuZZB4VI_e2,"After the argument, she was filled with remorse.",example_sentence,,0,,remorse,FQMfuZZB4VI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FQMfuZZB4VI_e3,He felt some remorse at his behaviour.,example_sentence,,0,,remorse,FQMfuZZB4VI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FQMfuZZB4VI_e4,He was filled with remorse for having refused to visit his dying father.,example_sentence,,0,,remorse,FQMfuZZB4VI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FRLkJ9K3sVQ_e1,"When I see them eating, I feel impelled to eat, too.",example_sentence,,0,,impel,FRLkJ9K3sVQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FRLkJ9K3sVQ_e2,I wonder what it is that impels him to exercise all the time.,example_sentence,,0,,impel,FRLkJ9K3sVQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FRLkJ9K3sVQ_e3,Everyone wanted to know what would impel the minister to kill his five children.,example_sentence,,0,,impel,FRLkJ9K3sVQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FRLkJ9K3sVQ_e4,They impel him to write the letter,example_sentence,,0,,impel,FRLkJ9K3sVQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FRs6fgJZjt4_e1,He's colour-blind and can't distinguish (the difference) between red and green easily.,example_sentence,,0,,distinguish,FRs6fgJZjt4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FRs6fgJZjt4_e2,I sometimes have difficulty distinguishing Spanish from Portuguese.,example_sentence,,0,,distinguish,FRs6fgJZjt4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FRs6fgJZjt4_e3,It can be difficult to distinguish between poisonous and edible mushrooms.,example_sentence,,0,,distinguish,FRs6fgJZjt4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FRs6fgJZjt4_e4,They look so similar it's often difficult to distinguish one from the other.,example_sentence,,0,,distinguish,FRs6fgJZjt4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fsV1Qztx9wE_e1,The air in the balloon expands when heated.,example_sentence,,0,,expand,fsV1Qztx9wE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fsV1Qztx9wE_e2,In their efforts to reduce crime the government expanded the police force,example_sentence,,0,,expand,fsV1Qztx9wE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fsV1Qztx9wE_e3,We have to expand the size of the image.,example_sentence,,0,,expand,fsV1Qztx9wE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fsV1Qztx9wE_e4,That market has been rapidly expanding.,example_sentence,,0,,expand,fsV1Qztx9wE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FvCq7gTlVpI_e1,"She was alone and unloved, but she did not repine.",example_sentence,,0,,repine,FvCq7gTlVpI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FvCq7gTlVpI_e2,The soldiers repine for their families when they are stationed overseas.,example_sentence,,0,,repine,FvCq7gTlVpI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FvCq7gTlVpI_e3,It does no good for you to repine at your unhappy lot.,example_sentence,,0,,repine,FvCq7gTlVpI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FvCq7gTlVpI_e4,The little girl began to cry when she started to repine for her family during her first sleepover.,example_sentence,,0,,repine,FvCq7gTlVpI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Fwfx0nVgcFk_e1,Thousands of buildings collapsed in the earthquake.,example_sentence,,0,,collapse,Fwfx0nVgcFk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Fwfx0nVgcFk_e2,He thought his whole world had collapsed when his wife died.,example_sentence,,0,,collapse,Fwfx0nVgcFk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Fwfx0nVgcFk_e3,The roof collapsed under a heavy load of snow,example_sentence,,0,,collapse,Fwfx0nVgcFk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fXbEW56zHiA_e1,I am very unhappy and displeased with what I have read.,example_sentence,,0,,displeased,fXbEW56zHiA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fXbEW56zHiA_e2,He says you weren't entirely displeased at the news.,example_sentence,,0,,displeased,fXbEW56zHiA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fXbEW56zHiA_e3,They are very displeased with me.,example_sentence,,0,,displeased,fXbEW56zHiA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
fXbEW56zHiA_e4,"We're all unhappy and displeased with the position we're in, but I don't see any alternative.",example_sentence,,0,,displeased,fXbEW56zHiA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
FYrSrNzUu_s_e1,We were all enjoined to be on our best behaviour.,example_sentence,,0,,enjoin,FYrSrNzUu_s_w,contains_word,word-presence-dataset_v1.1.csv,0,0
g0q93htmqBk_e1,They're going on an extended holiday to Australia.,example_sentence,,0,,extended,g0q93htmqBk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
g0q93htmqBk_e2,An extended kitchen and new balcony.,example_sentence,,0,,extended,g0q93htmqBk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
G2uGKFEY6ZQ_e1,He shows no overt signs of his unhappiness.,example_sentence,,0,,overt,G2uGKFEY6ZQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
G2uGKFEY6ZQ_e2,There are no overt somethings damages.,example_sentence,,0,,overt,G2uGKFEY6ZQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
G2uGKFEY6ZQ_e3,There was little overt support for the project.,example_sentence,,0,,overt,G2uGKFEY6ZQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
G2uGKFEY6ZQ_e4,His opponent's intention is quite overt.,example_sentence,,0,,overt,G2uGKFEY6ZQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
G4uo3UzqvGc_e1,Surely the function of the law is to protect everyone's rights.,example_sentence,,0,,protect,G4uo3UzqvGc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
G4uo3UzqvGc_e2,clothing that protects you against the cold,example_sentence,,0,,protect,G4uo3UzqvGc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
G4uo3UzqvGc_e3,It's important to protect your skin from the harmful effects of the sun.,example_sentence,,0,,protect,G4uo3UzqvGc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
G4uo3UzqvGc_e4,Of course the company will act to protect its financial interests in the country if war begins.,example_sentence,,0,,protect,G4uo3UzqvGc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gAyLOpZm3zc_e1,The sales had started and the bargain hunters (= people looking for things at a low price) were out in force.,example_sentence,,0,,bargain,gAyLOpZm3zc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gAyLOpZm3zc_e2,The fall in property prices means that there are a lot of bargains waiting to be snapped up.,example_sentence,,0,,bargain,gAyLOpZm3zc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gAyLOpZm3zc_e3,"Houses in this area used to be a real bargain, but they're not cheap any more.",example_sentence,,0,,bargain,gAyLOpZm3zc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gAyLOpZm3zc_e4,"We got tickets to the show at half-price, a real bargain.",example_sentence,,0,,bargain,gAyLOpZm3zc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gBFxE8tJu8Q_e1,Their latest CD is a mixture of new and old songs.,example_sentence,,0,,mixture,gBFxE8tJu8Q_w,contains_word,word-presence-dataset_v1.1.csv,0,0
GbSl8yhZDv8_e1,He asked her out on a date.,example_sentence,,0,,date,GbSl8yhZDv8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gCckaUKv4WM_e1,The film is not suitable for children.,example_sentence,,0,,suitable,gCckaUKv4WM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gCckaUKv4WM_e2,He hasn't any suitable shoes for the wedding.,example_sentence,,0,,suitable,gCckaUKv4WM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gCckaUKv4WM_e3,He was just not suitable for the job.,example_sentence,,0,,suitable,gCckaUKv4WM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gCckaUKv4WM_e4,Cotton is suitable for wear in summer.,example_sentence,,0,,suitable,gCckaUKv4WM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gCeq77IenX4_e1,Companies are going to have to be more proactive   about environmental management.,example_sentence,,0,,proactive,gCeq77IenX4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gCeq77IenX4_e2,"Open and proactive, with good communication and presentation skills.",example_sentence,,0,,proactive,gCeq77IenX4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gCeq77IenX4_e3,I want our organization to be less reactive and more proactive.,example_sentence,,0,,proactive,gCeq77IenX4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gCeq77IenX4_e4,Create a proactive cultural awareness of risk issues at corporate and at  the individual level.,example_sentence,,0,,proactive,gCeq77IenX4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gdERGK7LQP8_e1,The child was bewildered by the noise and the crowds.,example_sentence,,0,,bewildered,gdERGK7LQP8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gdERGK7LQP8_e2,She was totally bewildered by his message.,example_sentence,,0,,bewildered,gdERGK7LQP8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gdERGK7LQP8_e3,Many people feel bewildered by the speed of technological innovation.,example_sentence,,0,,bewildered,gdERGK7LQP8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gdERGK7LQP8_e4,"Arriving in a strange city at night, I felt alone and bewildered.",example_sentence,,0,,bewildered,gdERGK7LQP8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
-Gf2SGGyb4Y_e1,"To the astonishment of her colleagues, she resigned.",example_sentence,,0,,astonishment,-Gf2SGGyb4Y_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Gfl5msAbkjk_e1,The airline has been criticized for failing to heed advice/warnings about lack of safety routines.,example_sentence,,0,,heed,Gfl5msAbkjk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Gfl5msAbkjk_e2,They gave little heed to the rumours.,example_sentence,,0,,heed,Gfl5msAbkjk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Gfl5msAbkjk_e3,They failed to heed the lessons of history.,example_sentence,,0,,heed,Gfl5msAbkjk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Gfl5msAbkjk_e4,Take heed of your doctor's advice.,example_sentence,,0,,heed,Gfl5msAbkjk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gFlhA6DWhFA_e1,"He knew he had been wrong, and duly apologized.",example_sentence,,0,,duly,gFlhA6DWhFA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gglZG3bINHs_e1,There has been tenacious local opposition to the new airport.,example_sentence,,0,,tenacious,gglZG3bINHs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gM7W5P_OrvQ_e1,My kids are trying to convert me to country music.,example_sentence,,0,,convert,gM7W5P_OrvQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gM7W5P_OrvQ_e2,Most of the families in the community converted recently.,example_sentence,,0,,convert,gM7W5P_OrvQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gM7W5P_OrvQ_e3,Could we convert the small bedroom into a second bathroom?,example_sentence,,0,,convert,gM7W5P_OrvQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
gM7W5P_OrvQ_e4,He converted to (= started believing in) Catholicism when he got married.,example_sentence,,0,,convert,gM7W5P_OrvQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
g-MCCzbZUJ4_e1,People were staring and snickering.,example_sentence,,0,,snicker,g-MCCzbZUJ4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
g-MCCzbZUJ4_e2,He wore his hair in a style that made his co-workers snicker.,example_sentence,,0,,snicker,g-MCCzbZUJ4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
g-MCCzbZUJ4_e3,Some people snickered at the very idea of her becoming a pilot.,example_sentence,,0,,snicker,g-MCCzbZUJ4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
g-MCCzbZUJ4_e4,I heard someone snicker.,example_sentence,,0,,snicker,g-MCCzbZUJ4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
GrKIA99UGMI_e1,"Stop being so silly and immature, Chris!",example_sentence,,0,,immature,GrKIA99UGMI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
GrKIA99UGMI_e2,politically immature,example_sentence,,0,,immature,GrKIA99UGMI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
GrKIA99UGMI_e3,"He's a nice little boy, a bit immature, but very intelligent.",example_sentence,,0,,immature,GrKIA99UGMI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
GrKIA99UGMI_e4,He forgave his son's immature behaviour.,example_sentence,,0,,immature,GrKIA99UGMI_w,contains_word,word-presence-dataset_v1.1.csv,0,0
GuQ6ZLzpMXk_e1,in the elevator she pressed the button for the lobby,example_sentence,,0,,elevator,GuQ6ZLzpMXk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
-GwCYXp1DPY_e1,We are focusing on soft skills such as team building and communications.,example_sentence,,0,,soft skills,-GwCYXp1DPY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
-GwCYXp1DPY_e2,"Students will benefit from training in IT skills, English language proficiency, and soft skills",example_sentence,,0,,soft skills,-GwCYXp1DPY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
-GwCYXp1DPY_e3,Many educational institutions are now realising the value of soft skills,example_sentence,,0,,soft skills,-GwCYXp1DPY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
-GwCYXp1DPY_e4,It can even help get the hard and soft skills working together.,example_sentence,,0,,soft skills,-GwCYXp1DPY_w,contains_word,word-presence-dataset_v1.1.csv,0,0
h3gikil15a4_e1,There were lots of kids in my neighborhood when I was growing up.,example_sentence,,0,,neighborhood,h3gikil15a4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H6a1QmSuToM_e1,It's ridiculous to expect a two-year-old to be able to read!,example_sentence,,0,,ridiculous,H6a1QmSuToM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H6a1QmSuToM_e2,I've never heard anything so ridiculous.,example_sentence,,0,,ridiculous,H6a1QmSuToM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H6a1QmSuToM_e3,That's a ridiculous idea!,example_sentence,,0,,ridiculous,H6a1QmSuToM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H6a1QmSuToM_e4,Does he wear those ridiculous clothes to draw attention?,example_sentence,,0,,ridiculous,H6a1QmSuToM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
h8-4K-hPOW8_e1,They had discussions with Councillor on housing issues and living conditions.,example_sentence,,0,,discussion,h8-4K-hPOW8_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H8GPCrTnXjM_e1,"You said you needed a volunteer- well, I'm willing.",example_sentence,,0,,willing,H8GPCrTnXjM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H8GPCrTnXjM_e2,She shows a willingness to hard work.,example_sentence,,0,,willing,H8GPCrTnXjM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HaqqVsp2BuE_e1,I didn't actually see her - I just heard her voice.,example_sentence,,0,,actually,HaqqVsp2BuE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HbeLuowRM5Q_e1,He wrote a biography of MS Dhoni.,example_sentence,,0,,biography,HbeLuowRM5Q_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HbeLuowRM5Q_e2,Lincoln's biography is read by children all around the world.,example_sentence,,0,,biography,HbeLuowRM5Q_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HbeLuowRM5Q_e3,A good biography is interesting and instructive.,example_sentence,,0,,biography,HbeLuowRM5Q_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HbeLuowRM5Q_e4,She read the little biography next to his photo.,example_sentence,,0,,biography,HbeLuowRM5Q_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hfy-JZGyIMQ_e1,Her boyfriend's a bit weird but she's nice.,example_sentence,,0,,weird,hfy-JZGyIMQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hfy-JZGyIMQ_e2,"She is a little weird in the way she dresses, I have to admit.",example_sentence,,0,,weird,hfy-JZGyIMQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hfy-JZGyIMQ_e3,He says a lot of weird things.,example_sentence,,0,,weird,hfy-JZGyIMQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hfy-JZGyIMQ_e4,I had a really weird dream last night.,example_sentence,,0,,weird,hfy-JZGyIMQ_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HJEGTd-qang_e1,She fell in love with a penniless artist.,example_sentence,,0,,penniless,HJEGTd-qang_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HJEGTd-qang_e2,A series of bad investments left him almost penniless.,example_sentence,,0,,penniless,HJEGTd-qang_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HJEGTd-qang_e3,He found himself penniless in a strange city.,example_sentence,,0,,penniless,HJEGTd-qang_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HJEGTd-qang_e4,Uncle Charlie was jobless and penniless.,example_sentence,,0,,penniless,HJEGTd-qang_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hlBdcAdQnUU_e1,"We could see seals on the rocks, basking in the sun.",example_sentence,,0,,bask,hlBdcAdQnUU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hlBdcAdQnUU_e2,"On top of the wall, a cat basked happily in the sun.",example_sentence,,0,,bask,hlBdcAdQnUU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hlBdcAdQnUU_e3,Marina basked in the crowd's admiration (= enjoyed it).,example_sentence,,0,,bask,hlBdcAdQnUU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hlBdcAdQnUU_e4,Crocodiles bask on the small sandy beaches,example_sentence,,0,,bask,hlBdcAdQnUU_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hQqPbzh4PVk_e1,Lawyers enjoy being adversarial.,example_sentence,,0,,adversarial,hQqPbzh4PVk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
hQudNswgkKE_e1,Chetan Bhagat is famous Indian author.,example_sentence,,0,,author,hQudNswgkKE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H_ry9HoXblM_e1,He attempted to escape through a window.,example_sentence,,0,,attempt,H_ry9HoXblM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H_ry9HoXblM_e2,"He attempted a joke, but no one laughed.",example_sentence,,0,,attempt,H_ry9HoXblM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H_ry9HoXblM_e3,Don't attempt to do these tricks at home.,example_sentence,,0,,attempt,H_ry9HoXblM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
H_ry9HoXblM_e4,The pilot attempted a crash-landing on the beach.,example_sentence,,0,,attempt,H_ry9HoXblM_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HStLfm7kKck_e1,Her work has been crucial to the project's success.,example_sentence,,0,,crucial,HStLfm7kKck_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HStLfm7kKck_e2,Teachers are crucial to the success of the school.,example_sentence,,0,,crucial,HStLfm7kKck_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HStLfm7kKck_e3,Salt is crucial in cooking.,example_sentence,,0,,crucial,HStLfm7kKck_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HStLfm7kKck_e4,It's crucial that we arrive before 8 o'clock.,example_sentence,,0,,crucial,HStLfm7kKck_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HtoVMp9gYOA_e1,The soldier was reported to his superior officer for failing in his duties.,example_sentence,,0,,superior,HtoVMp9gYOA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HtoVMp9gYOA_e2,I will pass your complaint on to my superiors.,example_sentence,,0,,superior,HtoVMp9gYOA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HtoVMp9gYOA_e3,"When your superior officer gives you an order, you do it.",example_sentence,,0,,superior,HtoVMp9gYOA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HtoVMp9gYOA_e4,Travel expenses must be authorized and approved by your superiors.,example_sentence,,0,,superior,HtoVMp9gYOA_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HursY-R9rqE_e1,These pills should ease the pain.,example_sentence,,0,,ease,HursY-R9rqE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HursY-R9rqE_e2,I can ease that tension.,example_sentence,,0,,ease,HursY-R9rqE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HursY-R9rqE_e3,The look on his face made her want to hug him and ease his fear.,example_sentence,,0,,ease,HursY-R9rqE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HursY-R9rqE_e4,Meditation should ease the suffering.,example_sentence,,0,,ease,HursY-R9rqE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HursY-R9rqE_e5,Massage helps ease the pain.,example_sentence,,0,,ease,HursY-R9rqE_w,contains_word,word-presence-dataset_v1.1.csv,0,0
HYuXJFqNOtk_e1,He was released from prison after serving two years of a five-year sentence with bail.,example_sentence,,0,,release,HYuXJFqNOtk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
Hz_bFjlgUQw_e1,"In Parliament today, MPs debated the Finance Bill.",example_sentence,,0,,debate,Hz_bFjlgUQw_w,contains_word,word-presence-dataset_v1.1.csv,0,0
-hZpPIT6N4U_e1,She felt she needed time to reflect on what to do next.,example_sentence,,0,,reflect,-hZpPIT6N4U_w,contains_word,word-presence-dataset_v1.1.csv,0,0
I1dQ1sS8Lio_e1,He began the race for governor as the underdog.,example_sentence,,0,,underdog - 2,I1dQ1sS8Lio_w,contains_word,word-presence-dataset_v1.1.csv,0,0
I6_GW8TBU3E_e1,"When I started out my career, I was an agnostic.",example_sentence,,0,,agnostic,I6_GW8TBU3E_w,contains_word,word-presence-dataset_v1.1.csv,0,0
I96CIiP3WZc_e1,I've forgotten my umbrella - what a nuisance!,example_sentence,,0,,nuisance,I96CIiP3WZc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
I96CIiP3WZc_e2,"It's a cursed nuisance, having to work late every evening!",example_sentence,,0,,nuisance,I96CIiP3WZc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
I96CIiP3WZc_e3,She's a terrible nuisance.,example_sentence,,0,,nuisance,I96CIiP3WZc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
I96CIiP3WZc_e4,It's a nuisance filling out all these forms.,example_sentence,,0,,nuisance,I96CIiP3WZc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
I96CIiP3WZc_e5,The rail strike is a bloody nuisance,example_sentence,,0,,nuisance,I96CIiP3WZc_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IBOW-mmD4hg_e1,"Are you feeling any better?"" ""No!"" was the terse reply.",example_sentence,,0,,terse,IBOW-mmD4hg_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IBOW-mmD4hg_e2,The President issued a terse statement denying the charges.,example_sentence,,0,,terse,IBOW-mmD4hg_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IBOW-mmD4hg_e3,Her reply about the matter was terse.,example_sentence,,0,,terse,IBOW-mmD4hg_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IBOW-mmD4hg_e4,Ashley gave a terse silent laugh.,example_sentence,,0,,terse,IBOW-mmD4hg_w,contains_word,word-presence-dataset_v1.1.csv,0,0
ICg_JsFuHVs_e1,I don't understand. You'll have to elucidate.,example_sentence,,0,,elucidate,ICg_JsFuHVs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
ICg_JsFuHVs_e2,The reasons for the change in weather conditions have been elucidated by several scientists.,example_sentence,,0,,elucidate,ICg_JsFuHVs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
ICg_JsFuHVs_e3,I hope my book will elucidate the complex issues we face.,example_sentence,,0,,elucidate,ICg_JsFuHVs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
ICg_JsFuHVs_e4,Please elucidate the reasons for your decision.,example_sentence,,0,,elucidate,ICg_JsFuHVs_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IcTCDlydAHk_e1,It's still not working properly.,example_sentence,,0,,properly,IcTCDlydAHk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IcTCDlydAHk_e2,I'm not properly dressed for this kind of weather.,example_sentence,,0,,properly,IcTCDlydAHk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IcTCDlydAHk_e3,It takes about five minutes to iron a shirt properly.,example_sentence,,0,,properly,IcTCDlydAHk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IcTCDlydAHk_e4,"The doctors are doing all that they can, but she's still not breathing properly.",example_sentence,,0,,properly,IcTCDlydAHk_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IfXpH2RFlP4_e1,His leg was shattered in the accident.,example_sentence,,0,,shatter,IfXpH2RFlP4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
IfXpH2RFlP4_e2,The glass shattered into pieces,example_sentence,,0,,shatter,IfXpH2RFlP4_w,contains_word,word-presence-dataset_v1.1.csv,0,0
